Tiempo,Contador,Acx,Acy,Acz,Gx,Gy,Gz
50049,2779,-613,562,-4036,-21,330.0,139.0
50065,2780,-704,515,-3991,-114,1271.0,202.0
50081,2781,-899,452,-3931,-179,2036.0,263.0
50097,2782,-1191,392,-3786,-184,2256.0,291.0
50113,2783,-1695,303,-3634,2,1598.0,278.0
50129,2784,-2022,282,-3500,309,38.0,206.0
50145,2785,-2238,352,-3508,648,-2311.0,106.0
50161,2786,-1638,470,-3711,674,-3779.0,-35.0
50177,2787,-1064,540,-3847,478,-4059.0,-100.0
50193,2788,-640,541,-3918,278,-3734.0,-106.0
50209,2789,-466,515,-4011,182,-3029.0,25.0
50225,2790,-296,605,-4014,161,-2082.0,128.0
50241,2791,-286,626,-4087,131,-1030.0,124.0
50257,2792,-354,590,-4076,44,-118.0,108.0
50273,2793,-434,559,-3992,-94,823.0,111.0
50289,2794,-440,525,-3974,-262,1764.0,168.0
50305,2795,-541,488,-3967,-466,2760.0,287.0
50321,2796,-579,489,-3943,-661,3927.0,391.0
50337,2797,-978,336,-3648,-703,4713.0,412.0
50353,2798,-1893,168,-3436,-349,3648.0,411.0
50369,2799,-2258,248,-3346,43,1926.0,315.0
50385,2800,-2342,296,-3396,327,-104.0,260.0
50401,2801,-1921,361,-3577,404,-1594.0,152.0
50417,2802,-1869,356,-3693,326,-3069.0,184.0
50433,2803,-1437,450,-3843,200,-3721.0,252.0
50449,2804,-854,510,-3994,67,-3350.0,292.0
50465,2805,-799,454,-4092,70,-2888.0,282.0
50481,2806,-561,509,-4118,80,-2037.0,269.0
50497,2807,-589,548,-4112,52,-1010.0,226.0
50513,2808,-600,422,-4109,-51,-174.0,183.0
50529,2809,-616,402,-3994,-209,783.0,163.0
50545,2810,-647,392,-3998,-369,1590.0,162.0
50561,2811,-644,367,-3961,-585,2643.0,238.0
50577,2812,-1146,269,-3855,-605,2961.0,244.0
50593,2813,-1315,224,-3670,-541,3032.0,260.0
50609,2814,-1678,164,-3572,-375,2671.0,242.0
50625,2815,-2185,64,-3400,-36,1221.0,276.0
50641,2816,-2172,126,-3509,272,-432.0,369.0
50657,2817,-2184,203,-3490,369,-1839.0,567.0
50673,2818,-1627,232,-3735,247,-3135.0,677.0
50689,2819,-1431,255,-3822,41,-3280.0,730.0
50705,2820,-1112,271,-3987,-10,-2914.0,639.0
50721,2821,-1357,61,-3786,284,-3541.0,450.0
50737,2822,-738,384,-3987,305,-2298.0,439.0
50754,2823,-553,326,-4114,252,-1550.0,321.0
50769,2824,-514,315,-4082,119,-796.0,173.0
50785,2825,-399,339,-4104,-117,322.0,106.0
50801,2826,-447,292,-4129,-391,1385.0,49.0
50817,2827,-627,244,-4036,-536,2297.0,28.0
50833,2828,-957,202,-3899,-581,2832.0,37.0
50849,2829,-1238,131,-3700,-497,2886.0,38.0
50865,2830,-1735,4,-3456,-245,2081.0,29.0
50881,2831,-2330,-55,-3328,294,-64.0,72.0
50897,2832,-2642,-4,-3275,924,-3049.0,172.0
50913,2833,-1966,198,-3457,1130,-5069.0,359.0
50929,2834,-989,315,-3828,717,-5568.0,538.0
50945,2835,-379,340,-3842,213,-5552.0,594.0
50961,2836,-302,250,-3815,-130,-3591.0,626.0
50977,2837,380,256,-4415,-87,-2679.0,409.0
50993,2838,-155,319,-3947,29,-1460.0,271.0
51009,2839,-234,299,-3821,14,-404.0,91.0
51025,2840,-222,285,-3922,-112,697.0,-31.0
51041,2841,-354,214,-3885,-340,1819.0,-8.0
51057,2842,-413,191,-3885,-550,2757.0,-13.0
51073,2843,-704,165,-3798,-613,3529.0,-11.0
51089,2844,-825,90,-3705,-627,4194.0,-39.0
51105,2845,-1334,-60,-3459,-373,4131.0,-74.0
51121,2846,-2411,-212,-3308,358,1905.0,52.0
51137,2847,-2667,-74,-3314,1038,-755.0,201.0
51154,2848,-2307,73,-3513,1459,-3572.0,403.0
51169,2849,-1567,279,-3809,1380,-4770.0,374.0
51185,2850,-693,323,-4226,965,-4587.0,328.0
51201,2851,-332,333,-4392,651,-3712.0,325.0
51217,2852,-9,392,-4456,367,-2113.0,306.0
51233,2853,-57,395,-4450,81,-452.0,303.0
51249,2854,-199,302,-4357,-221,921.0,287.0
51265,2855,-392,281,-4212,-486,2020.0,233.0
51281,2856,-634,228,-4153,-680,2625.0,249.0
51297,2857,-358,234,-4042,-1012,3974.0,281.0
51313,2858,-1558,-146,-3587,-779,3597.0,287.0
51329,2859,-2099,-196,-3408,-68,1494.0,263.0
51345,2860,-2397,-26,-3526,535,-1095.0,333.0
51361,2861,-1626,145,-3682,727,-2737.0,244.0
51378,2862,-981,174,-3927,522,-3206.0,248.0
51393,2863,-392,199,-4162,88,-2426.0,273.0
51409,2864,-83,273,-4264,-287,-608.0,340.0
51425,2865,-183,230,-4293,-516,1202.0,300.0
51441,2866,-537,129,-4067,-574,2512.0,209.0
51457,2867,-804,108,-3915,-671,3220.0,150.0
51473,2868,-780,104,-3868,-1001,4223.0,61.0
51489,2869,-943,-16,-3729,-1288,5205.0,-5.0
51505,2870,-1343,-193,-3473,-1279,5829.0,-65.0
51521,2871,-2492,-375,-3150,-709,4472.0,11.0
51537,2872,-3081,-379,-3097,109,1869.0,36.0
51553,2873,-3187,-296,-3131,720,-1055.0,134.0
51569,2874,-2549,-130,-3355,982,-2966.0,110.0
51585,2875,-2241,-154,-3588,1035,-4230.0,116.0
51601,2876,-1899,-121,-3741,1059,-5086.0,114.0
51617,2877,-1337,17,-3920,1015,-4887.0,119.0
51633,2878,-1055,43,-4139,942,-4387.0,152.0
51649,2879,-814,89,-4243,790,-3426.0,126.0
51665,2880,-1067,74,-4290,692,-2870.0,121.0
51681,2881,-800,99,-4278,470,-2248.0,90.0
51697,2882,-708,67,-4220,172,-1497.0,94.0
51713,2883,-626,78,-4283,-125,-707.0,93.0
51729,2884,-522,53,-4203,-366,338.0,90.0
51745,2885,-452,20,-4099,-604,1571.0,125.0
51761,2886,-648,-24,-3990,-774,2636.0,180.0
51777,2887,-858,-95,-3825,-839,3308.0,179.0
51793,2888,-1812,-298,-3492,-453,2257.0,159.0
51809,2889,-2251,-260,-3430,102,54.0,157.0
51825,2890,-2129,-138,-3420,589,-2198.0,83.0
51841,2891,-1764,-128,-3567,873,-4092.0,70.0
51857,2892,-1004,-20,-3869,832,-4632.0,-11.0
51873,2893,-345,79,-4143,565,-3914.0,-43.0
51889,2894,-280,49,-4114,408,-2858.0,-52.0
51905,2895,-272,85,-4182,351,-1987.0,-100.0
51921,2896,-313,166,-4105,246,-953.0,-130.0
51937,2897,-365,138,-4161,33,-207.0,-167.0
51953,2898,-390,113,-4064,-296,665.0,-184.0
51969,2899,-316,81,-4015,-596,1709.0,-180.0
51985,2900,-431,48,-4001,-830,2731.0,-138.0
52001,2901,-232,48,-3994,-1123,4400.0,-148.0
52017,2902,-1261,-184,-3572,-977,4861.0,-171.0
52033,2903,-1771,-301,-3300,-523,3725.0,-236.0
52049,2904,-2452,-282,-3285,37,1687.0,-206.0
52065,2905,-2355,-220,-3391,423,-674.0,-190.0
52081,2906,-1953,-122,-3502,637,-2122.0,-183.0
52097,2907,-1789,-191,-3551,790,-3329.0,-120.0
52113,2908,-1400,-65,-3754,842,-3985.0,-54.0
Order,True,Max_Delay,17,Out_Range,0,,
914,3804,-1034,-126,-3621,-199,-368.0,-116.0
930,3805,-1039,-191,-3590,-81,-102.0,-279.0
947,3806,-1121,-212,-3678,80,69.0,-442.0
962,3807,-1576,-277,-3631,178,-29.0,-519.0
978,3808,-1669,-351,-3609,210,-266.0,-504.0
994,3809,-1740,-306,-3666,209,-405.0,-467.0
1010,3810,-1716,-331,-3692,227,-411.0,-360.0
1026,3811,-1766,-358,-3734,278,-560.0,-210.0
1042,3812,-1606,-325,-3816,342,-554.0,-80.0
1058,3813,-1544,-284,-3835,390,-322.0,24.0
1074,3814,-1465,-237,-3915,396,-106.0,85.0
1090,3815,-1452,-221,-3891,350,-65.0,140.0
1106,3816,-1312,-169,-3986,307,-50.0,157.0
1122,3817,-1367,-99,-4013,306,-118.0,191.0
1138,3818,-1239,-112,-4073,266,-200.0,200.0
1154,3819,-1147,-60,-4030,199,-202.0,181.0
1170,3820,-1122,-63,-4023,132,-160.0,152.0
1186,3821,-1234,-82,-3971,104,-268.0,117.0
1202,3822,-1259,-3,-4005,91,-443.0,77.0
1218,3823,-1237,-27,-3876,90,-556.0,66.0
1234,3824,-1200,-37,-3910,68,-592.0,81.0
1250,3825,-1164,-59,-3933,10,-514.0,86.0
1266,3826,-1137,-112,-3919,-27,-431.0,82.0
1282,3827,-1225,-123,-3862,-31,-459.0,81.0
1298,3828,-1204,-136,-3875,-35,-527.0,75.0
1314,3829,-1194,-152,-3867,0,-611.0,73.0
1330,3830,-1102,-158,-3873,53,-581.0,64.0
1346,3831,-1161,-204,-3851,49,-551.0,62.0
1362,3832,-1100,-190,-3836,31,-451.0,42.0
1379,3833,-1129,-187,-3816,47,-345.0,48.0
1394,3834,-1075,-198,-3825,58,-259.0,33.0
1410,3835,-1097,-159,-3841,92,-230.0,11.0
1426,3836,-1115,-197,-3763,125,-234.0,-18.0
1442,3837,-1303,-206,-3756,152,-331.0,-30.0
1458,3838,-1314,-223,-3791,192,-411.0,2.0
1474,3839,-1339,-234,-3810,197,-381.0,35.0
1490,3840,-1242,-151,-3789,199,-289.0,71.0
1506,3841,-1169,-158,-3850,203,-165.0,91.0
1522,3842,-1212,-140,-3844,233,-122.0,105.0
1538,3843,-1185,-99,-3859,266,-117.0,96.0
1554,3844,-1220,-119,-3907,289,-224.0,72.0
1570,3845,-1211,-51,-3861,244,-332.0,51.0
1586,3846,-1156,-99,-3884,168,-390.0,53.0
1602,3847,-1113,-77,-3967,126,-371.0,77.0
1618,3848,-1143,-104,-3954,125,-368.0,75.0
1634,3849,-1129,-88,-3943,136,-360.0,67.0
1650,3850,-1113,-74,-3891,134,-362.0,34.0
1666,3851,-1160,-138,-3940,126,-397.0,8.0
